user_id,movie_id,rating
796,249,1
833,208,3
478,367,4
868,562,2
707,1251,4
823,1107,3
828,874,3
506,90,2
738,403,3
777,117,5
871,515,4
666,432,3
173,327,5
543,29,2
631,338,2
630,7,4
444,258,3
470,286,4
710,204,4
709,161,5
308,132,3
393,496,5
679,484,4
864,208,4
189,1315,3
868,206,5
560,132,3
653,862,2
652,538,4
213,508,4
387,1078,1
104,895,2
409,216,4
864,1446,3
297,92,3
771,71,5
860,283,4
692,845,3
545,202,4
790,211,4
457,91,4
642,165,4
805,83,4
290,89,3
393,206,3
837,596,3
794,847,5
864,566,4
653,222,3
401,181,3
102,117,3
823,22,5
854,287,3
789,286,1
825,742,4
630,597,4
624,268,4
833,191,4
418,328,1
397,195,3
410,905,4
781,64,4
803,690,4
782,1383,3
798,52,3
486,235,2
741,48,4
538,223,4
798,71,3
800,864,4
650,430,4
458,509,4
608,606,5
391,9,5
804,105,3
766,192,4
757,38,3
537,1475,2
230,135,2
402,628,3
463,253,5
711,173,3
263,465,4
707,419,3
798,118,4
655,605,3
818,286,4
474,58,4
493,462,2
234,378,4
425,82,3
823,91,3
454,492,3
680,25,4
751,194,5
748,250,5
698,968,1
701,272,5
708,284,5
618,471,3
803,887,5
148,190,2
416,1428,3
380,356,2
758,732,4
766,168,5
343,568,1
818,328,4
804,739,4
642,554,4
821,118,3
745,531,3
264,98,5
712,243,4
654,210,5
280,584,4
811,748,3
255,294,2
634,283,2
213,218,4
537,97,2
699,1375,3
429,163,4
870,481,4
862,215,4
877,382,3
568,1286,4
648,678,3
753,50,4
853,326,2
843,265,3
608,508,4
453,184,4
643,514,3
868,1480,1
682,455,4
707,8,5
800,457,2
612,1,4
804,125,4
648,179,4
542,959,3
320,27,3
637,741,1
709,727,2
861,294,3
381,855,3
796,291,4
523,508,3
763,469,4
488,498,3
746,578,4
763,162,4
363,719,3
747,109,5
727,2,4
299,517,4
786,283,4
831,272,5
711,217,4
844,627,3
799,499,4
211,596,3
741,288,4
857,898,5
774,234,2
738,202,4
846,33,5
495,173,5
489,948,2
500,768,2
618,151,3
692,249,3
293,693,4
472,358,5
807,501,3
814,674,3
666,200,5
450,3,4
295,735,5
843,217,4
577,399,4
721,173,5
840,496,5
666,284,3
796,313,4
303,479,5
747,596,5
751,432,4
405,1035,1
606,735,5
417,125,5
493,168,5
843,603,2
128,131,5
642,13,4
873,292,5
327,257,2
610,1,4
747,301,1
565,165,4
851,68,3
731,478,4
387,1110,2
712,378,4
792,1015,5
496,743,2
860,715,4
586,809,3
493,182,5
387,569,2
158,1047,4
576,125,4
378,173,5
843,655,3
468,1,5
268,79,3
786,588,5
508,318,4
782,1025,2
326,449,3
548,343,4
123,182,4
823,374,1
779,243,4
436,204,5
794,751,3
747,265,4
821,64,5
296,1,5
593,276,1
827,331,3
731,132,3
592,1184,5
661,300,3
393,181,4
496,288,2
851,111,3
862,193,4
782,1663,2
815,199,4
497,393,4
784,312,3
628,242,5
294,1014,2
787,347,4
817,281,4
117,11,5
843,208,3
833,151,4
342,654,4
537,970,3
383,180,5
592,469,4
843,288,4
593,157,3
864,693,4
207,11,3
662,285,5
176,919,2
840,169,5
378,317,5
506,430,4
723,1,3
753,199,5
307,505,3
655,860,3
708,237,5
168,1,5
659,4,3
305,863,4
389,477,4
806,923,3
840,628,4
828,923,3
291,631,5
469,65,4
234,647,3
145,55,3
731,480,4
641,305,5
561,952,3
530,100,4
716,492,3
535,215,4
126,353,5
694,519,4
168,763,2
609,259,1
727,178,4
684,435,3
608,1262,5
532,226,4
543,198,4
392,181,5
144,248,4
798,155,3
452,472,5
758,508,4
862,168,4
757,128,3
772,327,4
393,58,3
867,135,5
862,1011,5
537,26,3
716,610,4
826,184,3
741,215,4
791,269,4
753,194,4
804,925,4
677,748,4
795,265,3
850,8,5
629,331,3
486,264,3
653,510,2
533,824,1
118,172,5
749,465,4
637,922,1
710,720,3
698,465,3
748,699,3
864,227,4
548,346,4
262,65,4
616,346,3
545,204,4
450,717,4
796,807,2
677,245,5
291,158,2
776,135,4
852,151,4
299,1258,2
587,678,2
523,95,4
758,605,3
846,217,4
880,386,3
653,357,4
622,100,5
561,426,1
823,71,3
466,288,4
311,570,4
196,1022,4
325,530,4
569,300,3
796,315,5
417,162,3
851,680,3
878,283,3
130,188,4
757,326,3
650,661,3
625,286,4
740,300,4
851,363,4
665,685,2
796,218,3
653,386,1
569,284,4
561,484,4
254,441,3
421,879,4
828,347,1
353,301,3
515,289,1
709,550,3
815,250,1
290,692,5
684,365,4
251,7,3
707,488,4
608,126,1
195,748,2
528,541,3
833,50,2
577,143,3
130,1,5
194,211,4
184,56,3
854,32,4
730,815,3
178,222,4
385,512,5
629,328,3
840,191,4
714,405,5
622,866,2
113,257,5
606,537,2
435,476,3
790,1282,5
379,257,4
389,501,5
792,7,4
870,642,4
782,297,3
690,211,3
232,4,4
393,373,4
880,824,4
661,144,5
295,227,4
473,242,3
877,31,4
833,203,5
763,97,3
532,107,5
710,89,4
207,158,3
828,730,3
648,563,5
747,82,4
173,259,3
841,353,1
450,557,5
643,129,5
112,346,5
805,472,2
437,1206,4
378,566,3
711,58,4
795,1052,3
524,132,4
574,883,4
498,656,3
747,50,5
869,412,5
880,307,4
702,229,4
846,433,4
655,256,3
833,328,2
271,313,4
746,230,1
848,204,5
552,515,3
642,423,3
545,405,4
236,88,2
595,544,3
868,568,1
655,773,3
815,215,5
416,625,5
627,521,2
479,546,2
707,473,4
664,1101,3
670,659,5
807,358,3
527,511,5
648,379,1
807,630,4
478,327,3
851,742,5
642,949,1
848,318,5
537,52,3
871,346,3
878,582,4
804,584,4
360,479,4
792,282,3
623,211,3
840,66,3
210,1028,3
786,172,5
336,3,1
815,125,5
655,203,3
737,156,5
760,682,3
362,313,4
642,843,3
450,218,4
606,168,5
314,997,1
640,428,5
424,1084,5
846,1044,4
749,627,2
786,7,5
648,1228,3
532,1092,2
831,266,3
790,47,2
844,553,4
735,285,4
435,665,3
833,657,4
664,319,4
551,1011,5
829,13,4
595,293,4
389,847,4
839,321,1
301,481,4
870,566,2
257,921,5
312,612,5
481,173,4
813,342,1
394,22,5
682,1035,3
642,94,2
314,150,4
447,293,4
256,732,5
551,518,4
826,566,3
791,319,2
551,1059,3
727,483,4
450,223,3
577,54,4
292,117,4
643,276,5
399,501,2
334,1074,2
774,650,1
830,613,4
654,332,4
585,634,4
435,572,2
630,988,2
851,1132,3
481,479,4
823,273,3
862,974,2
846,231,2
265,50,2
823,732,5
489,890,5
686,467,5
291,977,2
653,94,2
841,286,5
880,299,4
821,126,5
622,206,1
481,207,3
535,83,4
804,1188,2
237,174,4
367,443,4
328,58,4
450,499,5
880,398,3
834,313,5
682,185,4
665,926,3
828,903,4
401,133,4
262,496,4
151,4,5
566,273,5
334,707,4
276,80,3
279,29,2
703,235,1
655,468,3
200,245,3
815,132,5
787,690,5
843,578,3
864,54,4
830,126,5
537,490,4
684,225,3
524,508,5
477,20,4
498,150,3
236,370,3
474,430,3
345,737,3
804,222,5
698,433,4
401,484,3
871,174,5
155,326,2
407,45,4
741,475,3
880,232,4
399,238,1
271,51,4
372,678,4
487,66,5
800,304,3
165,328,3
622,41,3
392,313,5
694,127,5
840,117,3
506,200,4
417,246,4
757,566,3
815,735,5
825,1117,3
782,1405,2
822,333,4
269,232,1
632,174,5
721,179,5
450,173,5
642,166,5
796,717,3
411,9,4
252,224,4
476,73,4
870,521,3
223,259,3
710,330,3
752,294,3
455,8,4
707,216,3
685,337,2
445,79,4
308,156,4
474,315,5
715,128,3
837,283,5
833,479,2
542,172,4
815,185,3
804,771,3
312,740,4
457,393,3
695,242,5
551,26,4
678,287,3
749,934,3
683,340,4
589,873,5
881,54,4
690,51,3
851,1314,1
851,238,5
782,990,3
181,331,1
448,319,5
344,132,4
655,212,3
486,262,1
689,763,4
305,197,2
707,950,2
588,68,5
387,7,5
738,209,4
715,685,3
635,323,3
200,1073,3
429,470,5
833,512,4
653,163,4
844,154,3
705,79,5
501,221,3
286,117,2
648,200,2
622,423,3
861,1227,4
601,56,3
417,420,4
832,25,2
409,428,4
706,288,3
747,951,2
363,143,2
537,1129,1
798,819,3
821,1084,5
447,55,4
638,82,2
846,610,4
738,418,3
488,1,3
713,898,3
212,863,2
498,486,2
643,65,4
697,979,5
721,330,3
184,473,4
638,174,5
495,4,3
747,1003,1
863,270,3
125,202,5
197,538,3
848,196,5
586,655,4
453,423,4
567,179,5
376,603,4
474,286,5
593,699,4
450,161,5
862,405,2
881,133,4
868,581,2
521,77,3
374,628,3
456,4,3
160,955,4
535,492,4
843,102,2
162,7,3
764,191,3
380,561,2
666,520,3
619,363,2
215,132,5
826,294,4
699,129,4
405,1073,1
854,117,3
833,715,2
200,79,5
450,1119,4
184,403,3
618,234,4
851,192,4
880,301,4
805,420,4
765,248,2
804,657,4
291,291,5
870,54,2
846,622,4
671,27,3
457,97,5
231,313,3
232,690,4
805,856,4
664,153,4
786,709,2
151,663,4
551,187,5
650,209,3
724,272,5
489,1265,2
244,153,4
545,968,5
691,524,5
495,380,3
567,198,5
881,423,4
487,1276,2
632,508,2
836,429,4
788,162,3
694,177,5
605,678,1
864,1531,3
798,810,3
852,546,4
749,431,5
865,7,5
151,56,4
119,125,5
781,223,4
655,1400,3
694,23,3
741,273,3
804,363,4
642,78,3
640,170,5
372,218,5
374,789,4
852,127,4
758,411,4
872,258,4
181,411,3
416,274,4
798,87,3
621,540,3
536,380,4
879,300,3
268,452,1
847,1050,3
711,451,5
658,730,3
514,202,4
268,188,4
501,1081,3
774,402,2
145,358,4
210,832,3
622,405,4
738,470,4
805,648,4
830,187,2
178,164,3
757,288,4
188,199,4
405,32,1
844,228,3
184,272,4
803,754,2
870,511,3
871,27,2
233,614,4
255,597,4
257,113,4
686,48,5
693,193,4
508,1067,4
719,318,5
617,447,4
655,591,3
782,323,3
532,931,3
189,418,3
524,1126,1
869,846,2
767,163,4
618,187,5
414,690,4
200,609,3
758,484,5
294,538,5
773,588,1
494,286,4
196,845,4
567,100,1
378,167,4
286,257,3
869,310,4
416,657,5
545,203,4
593,366,4
749,82,5
468,699,3
486,845,4
717,50,4
271,707,4
650,205,4
564,313,4
198,518,3
145,546,3
249,181,3
851,826,4
815,135,2
864,70,4
608,848,4
256,44,4
697,286,4
693,199,3
763,5,4
624,14,5
823,471,3
721,457,3
862,474,5
758,29,3
264,235,5
724,989,1
303,588,5
621,1,3
698,294,4
846,520,5
435,96,5
398,183,4
749,480,5
784,270,3
707,155,3
655,135,4
843,79,2
872,323,2
360,1142,4
665,699,4
294,273,3
264,742,2
747,430,4
846,55,5
604,100,5
482,346,3
580,871,4
833,211,3
721,69,4
837,15,3
188,265,5
627,1135,3
537,273,3
659,49,3
497,451,2
880,791,2
591,923,4
550,924,4
279,1205,3
267,98,5
629,111,5
624,597,3
481,204,4
836,875,1
201,17,3
716,215,5
883,792,4
709,210,4
308,661,4
867,79,4
206,682,3
206,332,3
796,542,3
200,1217,4
773,509,4
343,208,4
862,187,4
280,750,5
483,121,2
566,228,2
619,323,3
519,680,5
299,72,3
747,558,4
474,651,5
855,198,4
198,405,2
766,378,4
843,219,2
814,590,2
711,255,4
747,427,5
653,944,2
239,208,3
778,174,4
519,340,5
397,50,5
774,654,2
849,15,5
239,238,5
682,1011,4
795,181,4
703,845,4
653,291,4
239,1115,2
621,143,2
788,579,3
776,474,5
843,588,2
394,658,3
878,642,3
665,100,3
753,215,5
870,466,4
158,174,5
707,533,5
405,1305,1
774,1110,1
581,253,5
568,530,3
757,474,3
533,203,4
421,172,5
774,373,2
468,47,5
417,182,4
689,328,5
796,219,4
301,284,4
844,690,3
247,7,4
851,50,5
812,326,4
761,688,2
346,161,3
841,272,4
582,257,3
864,526,4
500,283,2
535,195,4
495,121,5
653,328,4
650,22,3
834,7,4
867,956,4
880,651,5
716,648,4
815,675,2
771,313,3
393,692,3
823,124,4
442,979,3
806,286,3
442,195,4
832,245,3
661,568,4
514,25,4
648,185,5
215,204,3
454,117,3
815,471,2
832,681,2
665,147,4
504,969,4
712,506,3
843,515,3
312,152,2
593,11,4
829,153,4
648,357,2
881,550,3
846,464,2
269,775,1
537,132,3
727,101,2
588,162,5
559,12,3
189,133,5
788,195,3
862,214,3
442,769,1
878,427,5
774,559,1
271,124,4
505,1039,4
684,117,4
697,121,4
684,82,5
665,183,4
201,358,1
582,300,3
537,896,3
711,168,4
880,820,3
799,258,5
655,724,3
881,671,3
452,195,4
314,412,3
430,300,3
854,216,3
674,151,2
707,869,1
522,492,4
696,307,5
164,407,2
669,879,2
629,651,5
295,50,5
880,295,5
665,294,2
655,268,3
749,385,3
543,521,4
872,815,4
875,334,4
556,178,5
193,79,4
693,651,3
846,1050,4
796,186,3
332,660,3
500,210,3
711,162,5
484,472,4
295,83,5
389,1007,4
883,7,5
660,144,3
455,44,3
574,213,4
830,403,4
184,216,4
291,172,5
768,354,3
554,237,3
620,147,3
334,521,4
870,171,4
796,433,2
186,330,4
880,769,3
671,201,3
432,109,2
585,83,3
574,316,4
524,273,3
805,661,4
393,1180,4
624,831,3
711,762,3
750,749,3
828,960,5
474,97,5
753,22,4
453,550,3
303,744,3
495,86,5
543,702,2
784,321,3
592,655,5
578,272,2
456,125,4
561,116,4
757,173,4
851,153,3
804,56,3
864,11,5
845,1592,3
883,144,4
741,393,2
880,833,4
392,463,3
846,524,3
774,176,4
677,268,5
294,301,4
378,606,5
854,237,3
790,774,4
128,319,5
854,15,3
607,211,5
739,327,5
526,276,4
463,1060,2
451,874,4
447,1315,4
727,434,5
660,640,1
363,933,2
593,591,4
592,149,4
810,294,5
553,367,4
804,62,4
828,313,3
782,533,2
416,148,5
299,207,3
751,708,4
655,729,2
682,467,3
727,27,4
680,273,3
450,229,4
863,882,4
186,689,4
833,550,2
584,161,4
868,1,4
666,106,2
880,80,2
738,650,3
877,237,4
883,68,4
678,147,4
201,895,3
548,257,5
769,748,2
588,181,5
451,307,4
835,673,4
484,28,5
682,72,3
807,252,4
821,100,2
514,384,3
339,503,4
327,718,4
245,258,4
105,269,4
577,82,4
666,269,5
764,1012,4
502,264,3
326,505,3
882,193,5
435,885,3
397,8,4
653,81,1
774,68,3
804,68,3
328,302,4
506,542,3
660,290,4
678,1,5
796,210,3
715,161,5
758,257,5
847,108,2
487,596,5
643,231,2
757,1273,2
533,318,5
757,450,2
463,283,5
730,742,3
716,64,5
405,731,3
752,258,3
835,162,5
126,266,5
881,663,5
457,62,3
782,296,3
880,204,5
622,1078,3
627,288,3
791,288,3
216,91,4
229,898,5
465,132,4
751,434,4
846,417,4
664,326,2
643,639,4
768,300,5
815,202,4
620,140,4
833,663,3
776,760,3
807,1615,4
873,258,3
861,714,4
119,121,4
215,272,3
347,204,4
655,233,3
804,196,4
664,162,4
392,323,3
840,506,5
877,270,4
164,825,4
201,157,4
446,268,2
747,675,2
747,526,5
435,447,3
592,292,1
606,3,5
779,181,5
606,385,4
308,853,5
663,844,2
833,488,5
234,207,2
870,134,4
416,240,1
206,1429,1
682,1231,2
823,237,4
102,841,2
733,296,2
457,194,5
524,449,3
779,15,4
174,709,4
830,205,5
782,680,1
676,345,2
127,258,5
615,638,5
643,28,4
884,116,4
798,493,3
491,286,4
479,294,3
601,1084,5
749,541,3
882,616,4
509,307,2
463,880,4
754,595,2
790,660,3
424,15,4
864,775,1
782,1007,3
164,678,4
861,949,4
782,1652,1
561,475,3
363,47,5
706,756,4
481,70,5
880,841,3
749,358,3
256,1033,4
629,504,4
775,345,5
206,242,3
606,179,5
537,48,4
807,751,3
393,731,3
176,268,5
479,1028,1
825,174,5
786,89,4
495,796,4
669,50,5
747,15,4
833,93,4
336,959,3
823,222,3
709,282,5
639,747,3
770,151,5
373,172,5
552,410,3
666,613,5
821,405,4
881,1118,3
145,925,4
774,712,1
731,204,4
149,272,3
810,333,5
817,129,4
805,197,5
497,189,4
666,111,3
642,1066,3
258,328,3
705,318,5
476,579,2
703,9,2
405,860,1
664,631,4
751,257,4
738,177,4
326,135,3
796,448,4
823,240,3
834,292,5
883,129,5
353,343,2
776,706,3
457,193,5
435,307,5
757,181,3
644,988,4
788,429,3
537,98,3
187,241,3
201,134,4
749,1274,2
752,301,4
745,124,5
222,246,4
405,543,1
555,25,4
707,719,3
707,58,3
815,89,4
442,228,5
642,1030,4
826,1091,3
551,1039,4
393,996,3
698,654,1
881,180,5
268,358,3
686,56,5
487,713,4
865,825,1
755,748,4
209,9,3
711,676,5
714,1016,5
655,270,4
883,727,3
846,8,4
727,729,2
838,24,4
417,211,4
748,69,4
833,159,2
447,233,4
705,228,3
330,225,4
654,249,5
883,83,3
835,458,4
596,276,3
567,136,5
537,387,4
457,288,4
537,566,2
859,249,5
748,692,3
652,288,2
828,246,2
721,303,3
660,366,1
667,272,5
763,510,4
639,702,2
878,692,4
843,474,3
472,416,3
774,230,2
343,408,5
861,289,5
805,537,5
312,606,5
770,678,2
711,240,1
811,690,5
778,197,4
643,204,3
204,880,2
863,1062,4
815,99,4
770,7,5
189,503,3
648,477,3
370,100,4
141,1023,4
815,94,3
833,98,3
399,66,3
654,336,3
334,196,4
830,790,1
537,15,3
628,326,5
650,157,3
500,94,2
620,706,3
838,276,4
851,304,3
847,658,3
650,54,2
848,419,5
883,749,3
861,52,5
332,117,4
184,487,4
510,245,3
865,929,2
450,704,3
721,471,5
848,185,3
456,127,5
642,832,3
620,145,5
770,331,3
474,66,4
798,231,2
738,926,3
805,88,2
244,114,4
350,480,5
583,530,4
830,99,3
405,33,1
406,528,4
207,64,5
833,111,2
826,55,5
753,211,4
707,1008,3
716,197,5
425,540,2
618,118,3
741,401,3
728,100,5
877,949,3
846,516,4
825,595,3
457,204,5
757,31,4
792,471,4
848,423,4
357,932,4
492,56,5
360,521,5
811,258,5
790,849,4
264,447,5
886,4,3
562,127,5
743,289,3
715,546,4
828,302,4
608,865,4
708,1280,1
808,271,3
881,49,5
592,686,5
250,28,4
593,97,4
659,215,4
655,325,2
674,252,2
442,988,1
589,689,4
807,71,5
215,226,4
624,257,3
708,126,4
128,501,3
771,197,1
668,272,5
537,117,2
611,347,4
116,640,3
806,14,3
843,402,2
128,432,2
254,168,1
663,455,2
864,716,2
804,10,4
733,137,5
683,754,3
862,198,5
693,708,3
880,54,3
601,1063,3
560,122,3
747,97,5
776,848,2
537,694,4
617,615,3
104,286,1
837,289,5
453,476,3
881,53,2
487,591,2
804,932,3
877,271,4
790,282,4
693,127,4
727,1076,2
599,872,2
330,21,5
605,14,5
129,1176,4
788,58,4
868,91,3
846,53,3
144,9,5
881,204,4
256,591,5
862,526,4
470,258,4
796,564,1
846,216,4
791,300,5
541,526,4
805,952,5
756,566,4
717,826,2
663,1,4
429,1118,4
308,471,3
694,523,4
715,40,1
878,511,4
812,358,3
535,30,4
581,276,3
862,216,5
113,222,3
659,1203,4
474,939,4
711,281,3
881,559,2
770,358,3
236,199,4
458,28,3
846,86,5
168,473,2
805,382,4
290,825,3
181,303,1
833,640,3
610,582,4
178,31,4
642,422,3
627,47,2
560,278,1
851,1016,5
807,384,4
682,233,2
299,313,3
868,89,4
832,328,3
579,88,4
663,1086,3
222,470,3
757,229,3
828,10,3
735,475,4
562,132,4
354,19,5
531,300,4
425,912,2
810,313,5
149,258,3
274,318,5
666,505,4
299,244,2
454,610,3
863,352,1
405,854,1
695,991,5
662,1380,2
820,748,1
833,53,1
727,1229,2
606,508,4
884,70,4
472,24,5
145,821,3
880,50,5
806,186,4
520,690,5
525,472,2
878,659,4
457,248,4
807,1063,4
664,22,2
795,554,3
222,717,1
804,414,4
588,384,1
320,1047,4
363,1215,1
296,7,5
824,991,3
434,225,4
844,1474,4
617,179,4
712,102,4
753,322,3
137,289,3
268,218,2
389,82,4
798,1270,3
505,692,3
534,331,4
854,1077,3
864,134,5
749,88,4
535,708,5
354,209,3
802,687,3
862,181,5
543,1199,2
455,237,3
495,232,5
640,70,4
821,15,5
470,1134,4
293,152,4
883,311,4
682,96,4
593,200,5
843,193,3
711,1446,2
761,127,3
243,111,4
200,378,5
859,276,4
458,187,5
710,504,4
567,195,3
503,213,5
711,219,2
514,50,5
692,328,4
883,50,4
716,102,2
457,401,3
594,483,3
851,31,4
740,286,5
194,179,4
423,322,3
249,144,4
343,555,1
308,200,5
866,321,3
490,127,5
409,14,5
788,200,4
788,549,4
782,268,3
380,729,3
424,1,1
316,192,1
299,435,3
851,772,3
213,55,5
747,481,5
697,876,3
587,880,3
749,110,2
537,713,3
742,13,4
864,219,4
778,161,3
637,275,3
450,416,5
664,276,5
292,115,4
747,923,5
747,428,3
343,510,5
146,327,3
846,659,5
586,566,3
805,550,3
640,354,4
847,225,1
840,705,4
796,233,4
774,77,1
405,1062,1
735,124,5
682,58,3
514,587,4
704,497,3
717,846,4
345,744,4
796,2,5
579,169,4
486,995,4
597,1,3
838,249,4
804,639,4
445,302,1
