user_id,age,sex,occupation,movie_id,rating,movie_title
58,27,M,programmer,20,1,Angels and Insects (1995)
62,27,F,administrator,20,4,Angels and Insects (1995)
63,31,M,marketing,20,3,Angels and Insects (1995)
90,60,M,educator,20,4,Angels and Insects (1995)
1,24,M,technician,202,5,Groundhog Day (1993)
6,42,M,executive,202,3,Groundhog Day (1993)
7,57,M,administrator,202,3,Groundhog Day (1993)
12,28,F,other,202,4,Groundhog Day (1993)
13,47,M,educator,202,5,Groundhog Day (1993)
14,45,M,scientist,202,3,Groundhog Day (1993)
16,21,M,entertainment,202,5,Groundhog Day (1993)
18,35,F,other,202,3,Groundhog Day (1993)
19,40,M,librarian,202,4,Groundhog Day (1993)
22,25,M,writer,202,5,Groundhog Day (1993)
23,30,F,artist,202,3,Groundhog Day (1993)
38,28,F,other,202,2,Groundhog Day (1993)
41,33,M,engineer,202,2,Groundhog Day (1993)
42,30,M,administrator,202,5,Groundhog Day (1993)
43,29,F,librarian,202,5,Groundhog Day (1993)
44,26,M,technician,202,4,Groundhog Day (1993)
48,45,M,administrator,202,4,Groundhog Day (1993)
49,23,F,student,202,3,Groundhog Day (1993)
56,25,M,librarian,202,4,Groundhog Day (1993)
59,49,M,educator,202,4,Groundhog Day (1993)
64,32,M,educator,202,4,Groundhog Day (1993)
65,51,F,educator,202,4,Groundhog Day (1993)
70,27,M,engineer,202,4,Groundhog Day (1993)
73,24,M,student,202,2,Groundhog Day (1993)
82,50,M,programmer,202,4,Groundhog Day (1993)
87,47,M,administrator,202,5,Groundhog Day (1993)
89,43,F,administrator,202,3,Groundhog Day (1993)
90,60,M,educator,202,3,Groundhog Day (1993)
92,32,M,entertainment,202,3,Groundhog Day (1993)
94,26,M,student,202,2,Groundhog Day (1993)
95,31,M,administrator,202,4,Groundhog Day (1993)
97,43,M,artist,202,5,Groundhog Day (1993)
1,24,M,technician,171,5,Delicatessen (1991)
7,57,M,administrator,171,3,Delicatessen (1991)
23,30,F,artist,171,5,Delicatessen (1991)
49,23,F,student,171,4,Delicatessen (1991)
58,27,M,programmer,171,5,Delicatessen (1991)
62,27,F,administrator,171,4,Delicatessen (1991)
73,24,M,student,171,5,Delicatessen (1991)
90,60,M,educator,171,2,Delicatessen (1991)
92,32,M,entertainment,171,4,Delicatessen (1991)
1,24,M,technician,265,4,"Hunt for Red October, The (1990)"
7,57,M,administrator,265,5,"Hunt for Red October, The (1990)"
13,47,M,educator,265,4,"Hunt for Red October, The (1990)"
14,45,M,scientist,265,3,"Hunt for Red October, The (1990)"
22,25,M,writer,265,3,"Hunt for Red October, The (1990)"
25,39,M,engineer,265,4,"Hunt for Red October, The (1990)"
37,23,M,student,265,4,"Hunt for Red October, The (1990)"
41,33,M,engineer,265,3,"Hunt for Red October, The (1990)"
42,30,M,administrator,265,3,"Hunt for Red October, The (1990)"
56,25,M,librarian,265,4,"Hunt for Red October, The (1990)"
59,49,M,educator,265,4,"Hunt for Red October, The (1990)"
60,50,M,healthcare,265,5,"Hunt for Red October, The (1990)"
64,32,M,educator,265,4,"Hunt for Red October, The (1990)"
69,24,M,engineer,265,4,"Hunt for Red October, The (1990)"
70,27,M,engineer,265,4,"Hunt for Red October, The (1990)"
72,48,F,administrator,265,4,"Hunt for Red October, The (1990)"
77,30,M,technician,265,3,"Hunt for Red October, The (1990)"
82,50,M,programmer,265,4,"Hunt for Red October, The (1990)"
83,40,M,other,265,5,"Hunt for Red October, The (1990)"
84,32,M,executive,265,5,"Hunt for Red October, The (1990)"
91,55,M,marketing,265,5,"Hunt for Red October, The (1990)"
92,32,M,entertainment,265,4,"Hunt for Red October, The (1990)"
94,26,M,student,265,4,"Hunt for Red October, The (1990)"
95,31,M,administrator,265,3,"Hunt for Red October, The (1990)"
96,25,F,artist,265,5,"Hunt for Red October, The (1990)"
99,20,M,student,265,3,"Hunt for Red October, The (1990)"
1,24,M,technician,155,2,Dirty Dancing (1987)
10,53,M,lawyer,155,4,Dirty Dancing (1987)
13,47,M,educator,155,2,Dirty Dancing (1987)
16,21,M,entertainment,155,3,Dirty Dancing (1987)
23,30,F,artist,155,3,Dirty Dancing (1987)
38,28,F,other,155,5,Dirty Dancing (1987)
43,29,F,librarian,155,4,Dirty Dancing (1987)
44,26,M,technician,155,3,Dirty Dancing (1987)
62,27,F,administrator,155,1,Dirty Dancing (1987)
90,60,M,educator,155,5,Dirty Dancing (1987)
92,32,M,entertainment,155,2,Dirty Dancing (1987)
94,26,M,student,155,2,Dirty Dancing (1987)
1,24,M,technician,117,3,"Rock, The (1996)"
6,42,M,executive,117,2,"Rock, The (1996)"
13,47,M,educator,117,3,"Rock, The (1996)"
17,30,M,programmer,117,3,"Rock, The (1996)"
22,25,M,writer,117,4,"Rock, The (1996)"
24,21,F,artist,117,4,"Rock, The (1996)"
26,49,M,engineer,117,3,"Rock, The (1996)"
28,32,M,writer,117,4,"Rock, The (1996)"
32,28,F,student,117,3,"Rock, The (1996)"
37,23,M,student,117,4,"Rock, The (1996)"
43,29,F,librarian,117,4,"Rock, The (1996)"
49,23,F,student,117,1,"Rock, The (1996)"
52,18,F,student,117,4,"Rock, The (1996)"
54,22,M,executive,117,5,"Rock, The (1996)"
55,37,M,programmer,117,3,"Rock, The (1996)"
56,25,M,librarian,117,5,"Rock, The (1996)"
57,16,M,none,117,4,"Rock, The (1996)"
62,27,F,administrator,117,4,"Rock, The (1996)"
66,23,M,student,117,3,"Rock, The (1996)"
67,17,M,student,117,5,"Rock, The (1996)"
68,19,M,student,117,4,"Rock, The (1996)"
69,24,M,engineer,117,4,"Rock, The (1996)"
72,48,F,administrator,117,4,"Rock, The (1996)"
75,24,M,entertainment,117,4,"Rock, The (1996)"
83,40,M,other,117,5,"Rock, The (1996)"
84,32,M,executive,117,4,"Rock, The (1996)"
89,43,F,administrator,117,5,"Rock, The (1996)"
90,60,M,educator,117,3,"Rock, The (1996)"
92,32,M,entertainment,117,4,"Rock, The (1996)"
95,31,M,administrator,117,4,"Rock, The (1996)"
99,20,M,student,117,5,"Rock, The (1996)"
1,24,M,technician,47,4,Ed Wood (1994)
6,42,M,executive,47,3,Ed Wood (1994)
7,57,M,administrator,47,5,Ed Wood (1994)
11,39,F,other,47,4,Ed Wood (1994)
18,35,F,other,47,3,Ed Wood (1994)
43,29,F,librarian,47,1,Ed Wood (1994)
49,23,F,student,47,5,Ed Wood (1994)
59,49,M,educator,47,5,Ed Wood (1994)
60,50,M,healthcare,47,4,Ed Wood (1994)
62,27,F,administrator,47,4,Ed Wood (1994)
65,51,F,educator,47,2,Ed Wood (1994)
87,47,M,administrator,47,3,Ed Wood (1994)
92,32,M,entertainment,47,4,Ed Wood (1994)
94,26,M,student,47,5,Ed Wood (1994)
98,49,F,executive,47,4,Ed Wood (1994)
1,24,M,technician,222,4,Star Trek: First Contact (1996)
5,33,F,other,222,4,Star Trek: First Contact (1996)
8,36,M,administrator,222,5,Star Trek: First Contact (1996)
11,39,F,other,222,3,Star Trek: First Contact (1996)
13,47,M,educator,222,3,Star Trek: First Contact (1996)
14,45,M,scientist,222,4,Star Trek: First Contact (1996)
15,49,F,educator,222,3,Star Trek: First Contact (1996)
17,30,M,programmer,222,3,Star Trek: First Contact (1996)
21,26,M,writer,222,2,Star Trek: First Contact (1996)
22,25,M,writer,222,4,Star Trek: First Contact (1996)
23,30,F,artist,222,4,Star Trek: First Contact (1996)
25,39,M,engineer,222,4,Star Trek: First Contact (1996)
26,49,M,engineer,222,3,Star Trek: First Contact (1996)
28,32,M,writer,222,5,Star Trek: First Contact (1996)
32,28,F,student,222,3,Star Trek: First Contact (1996)
37,23,M,student,222,3,Star Trek: First Contact (1996)
42,30,M,administrator,222,4,Star Trek: First Contact (1996)
43,29,F,librarian,222,4,Star Trek: First Contact (1996)
44,26,M,technician,222,4,Star Trek: First Contact (1996)
56,25,M,librarian,222,5,Star Trek: First Contact (1996)
57,16,M,none,222,5,Star Trek: First Contact (1996)
58,27,M,programmer,222,4,Star Trek: First Contact (1996)
60,50,M,healthcare,222,4,Star Trek: First Contact (1996)
62,27,F,administrator,222,5,Star Trek: First Contact (1996)
63,31,M,marketing,222,3,Star Trek: First Contact (1996)
64,32,M,educator,222,4,Star Trek: First Contact (1996)
69,24,M,engineer,222,3,Star Trek: First Contact (1996)
70,27,M,engineer,222,4,Star Trek: First Contact (1996)
71,39,M,scientist,222,3,Star Trek: First Contact (1996)
72,48,F,administrator,222,1,Star Trek: First Contact (1996)
75,24,M,entertainment,222,5,Star Trek: First Contact (1996)
77,30,M,technician,222,4,Star Trek: First Contact (1996)
79,39,F,administrator,222,4,Star Trek: First Contact (1996)
81,21,M,student,222,2,Star Trek: First Contact (1996)
82,50,M,programmer,222,3,Star Trek: First Contact (1996)
84,32,M,executive,222,4,Star Trek: First Contact (1996)
85,51,M,educator,222,2,Star Trek: First Contact (1996)
87,47,M,administrator,222,4,Star Trek: First Contact (1996)
89,43,F,administrator,222,5,Star Trek: First Contact (1996)
92,32,M,entertainment,222,4,Star Trek: First Contact (1996)
93,48,M,executive,222,4,Star Trek: First Contact (1996)
94,26,M,student,222,3,Star Trek: First Contact (1996)
97,43,M,artist,222,5,Star Trek: First Contact (1996)
1,24,M,technician,253,5,"Pillow Book, The (1995)"
50,21,M,writer,253,5,"Pillow Book, The (1995)"
1,24,M,technician,113,5,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
18,35,F,other,113,5,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
1,24,M,technician,227,4,Star Trek VI: The Undiscovered Country (1991)
5,33,F,other,227,4,Star Trek VI: The Undiscovered Country (1991)
7,57,M,administrator,227,3,Star Trek VI: The Undiscovered Country (1991)
8,36,M,administrator,227,4,Star Trek VI: The Undiscovered Country (1991)
11,39,F,other,227,3,Star Trek VI: The Undiscovered Country (1991)
13,47,M,educator,227,5,Star Trek VI: The Undiscovered Country (1991)
16,21,M,entertainment,227,5,Star Trek VI: The Undiscovered Country (1991)
22,25,M,writer,227,4,Star Trek VI: The Undiscovered Country (1991)
23,30,F,artist,227,3,Star Trek VI: The Undiscovered Country (1991)
28,32,M,writer,227,4,Star Trek VI: The Undiscovered Country (1991)
42,30,M,administrator,227,4,Star Trek VI: The Undiscovered Country (1991)
44,26,M,technician,227,4,Star Trek VI: The Undiscovered Country (1991)
56,25,M,librarian,227,3,Star Trek VI: The Undiscovered Country (1991)
59,49,M,educator,227,3,Star Trek VI: The Undiscovered Country (1991)
60,50,M,healthcare,227,4,Star Trek VI: The Undiscovered Country (1991)
62,27,F,administrator,227,1,Star Trek VI: The Undiscovered Country (1991)
64,32,M,educator,227,3,Star Trek VI: The Undiscovered Country (1991)
70,27,M,engineer,227,3,Star Trek VI: The Undiscovered Country (1991)
92,32,M,entertainment,227,1,Star Trek VI: The Undiscovered Country (1991)
94,26,M,student,227,3,Star Trek VI: The Undiscovered Country (1991)
95,31,M,administrator,227,2,Star Trek VI: The Undiscovered Country (1991)
1,24,M,technician,17,3,From Dusk Till Dawn (1996)
5,33,F,other,17,4,From Dusk Till Dawn (1996)
13,47,M,educator,17,1,From Dusk Till Dawn (1996)
21,26,M,writer,17,4,From Dusk Till Dawn (1996)
22,25,M,writer,17,4,From Dusk Till Dawn (1996)
43,29,F,librarian,17,3,From Dusk Till Dawn (1996)
49,23,F,student,17,2,From Dusk Till Dawn (1996)
64,32,M,educator,17,3,From Dusk Till Dawn (1996)
90,60,M,educator,17,4,From Dusk Till Dawn (1996)
94,26,M,student,17,2,From Dusk Till Dawn (1996)
1,24,M,technician,90,4,So I Married an Axe Murderer (1993)
5,33,F,other,90,3,So I Married an Axe Murderer (1993)
7,57,M,administrator,90,3,So I Married an Axe Murderer (1993)
11,39,F,other,90,2,So I Married an Axe Murderer (1993)
13,47,M,educator,90,3,So I Married an Axe Murderer (1993)
23,30,F,artist,90,2,So I Married an Axe Murderer (1993)
44,26,M,technician,90,2,So I Married an Axe Murderer (1993)
49,23,F,student,90,1,So I Married an Axe Murderer (1993)
56,25,M,librarian,90,2,So I Married an Axe Murderer (1993)
59,49,M,educator,90,2,So I Married an Axe Murderer (1993)
87,47,M,administrator,90,2,So I Married an Axe Murderer (1993)
94,26,M,student,90,3,So I Married an Axe Murderer (1993)
95,31,M,administrator,90,2,So I Married an Axe Murderer (1993)
1,24,M,technician,64,5,"Shawshank Redemption, The (1994)"
6,42,M,executive,64,4,"Shawshank Redemption, The (1994)"
7,57,M,administrator,64,5,"Shawshank Redemption, The (1994)"
10,53,M,lawyer,64,4,"Shawshank Redemption, The (1994)"
13,47,M,educator,64,5,"Shawshank Redemption, The (1994)"
16,21,M,entertainment,64,5,"Shawshank Redemption, The (1994)"
18,35,F,other,64,5,"Shawshank Redemption, The (1994)"
24,21,F,artist,64,5,"Shawshank Redemption, The (1994)"
42,30,M,administrator,64,5,"Shawshank Redemption, The (1994)"
43,29,F,librarian,64,5,"Shawshank Redemption, The (1994)"
44,26,M,technician,64,5,"Shawshank Redemption, The (1994)"
51,28,M,educator,64,4,"Shawshank Redemption, The (1994)"
53,26,M,programmer,64,5,"Shawshank Redemption, The (1994)"
56,25,M,librarian,64,5,"Shawshank Redemption, The (1994)"
57,16,M,none,64,5,"Shawshank Redemption, The (1994)"
58,27,M,programmer,64,5,"Shawshank Redemption, The (1994)"
59,49,M,educator,64,5,"Shawshank Redemption, The (1994)"
60,50,M,healthcare,64,4,"Shawshank Redemption, The (1994)"
62,27,F,administrator,64,4,"Shawshank Redemption, The (1994)"
64,32,M,educator,64,4,"Shawshank Redemption, The (1994)"
65,51,F,educator,64,5,"Shawshank Redemption, The (1994)"
67,17,M,student,64,5,"Shawshank Redemption, The (1994)"
71,39,M,scientist,64,4,"Shawshank Redemption, The (1994)"
72,48,F,administrator,64,5,"Shawshank Redemption, The (1994)"
73,24,M,student,64,5,"Shawshank Redemption, The (1994)"
76,20,M,student,64,5,"Shawshank Redemption, The (1994)"
80,34,F,administrator,64,5,"Shawshank Redemption, The (1994)"
82,50,M,programmer,64,5,"Shawshank Redemption, The (1994)"
83,40,M,other,64,5,"Shawshank Redemption, The (1994)"
84,32,M,executive,64,5,"Shawshank Redemption, The (1994)"
85,51,M,educator,64,5,"Shawshank Redemption, The (1994)"
87,47,M,administrator,64,5,"Shawshank Redemption, The (1994)"
90,60,M,educator,64,4,"Shawshank Redemption, The (1994)"
91,55,M,marketing,64,4,"Shawshank Redemption, The (1994)"
92,32,M,entertainment,64,4,"Shawshank Redemption, The (1994)"
94,26,M,student,64,5,"Shawshank Redemption, The (1994)"
95,31,M,administrator,64,5,"Shawshank Redemption, The (1994)"
96,25,F,artist,64,5,"Shawshank Redemption, The (1994)"
99,20,M,student,64,5,"Shawshank Redemption, The (1994)"
1,24,M,technician,92,3,True Romance (1993)
7,57,M,administrator,92,5,True Romance (1993)
13,47,M,educator,92,3,True Romance (1993)
16,21,M,entertainment,92,4,True Romance (1993)
24,21,F,artist,92,5,True Romance (1993)
37,23,M,student,92,4,True Romance (1993)
59,49,M,educator,92,5,True Romance (1993)
76,20,M,student,92,4,True Romance (1993)
92,32,M,entertainment,92,4,True Romance (1993)
94,26,M,student,92,4,True Romance (1993)
99,20,M,student,92,4,True Romance (1993)
1,24,M,technician,228,5,Star Trek: The Wrath of Khan (1982)
5,33,F,other,228,5,Star Trek: The Wrath of Khan (1982)
7,57,M,administrator,228,4,Star Trek: The Wrath of Khan (1982)
8,36,M,administrator,228,5,Star Trek: The Wrath of Khan (1982)
11,39,F,other,228,3,Star Trek: The Wrath of Khan (1982)
12,28,F,other,228,4,Star Trek: The Wrath of Khan (1982)
13,47,M,educator,228,4,Star Trek: The Wrath of Khan (1982)
16,21,M,entertainment,228,5,Star Trek: The Wrath of Khan (1982)
22,25,M,writer,228,4,Star Trek: The Wrath of Khan (1982)
23,30,F,artist,228,4,Star Trek: The Wrath of Khan (1982)
25,39,M,engineer,228,4,Star Trek: The Wrath of Khan (1982)
28,32,M,writer,228,5,Star Trek: The Wrath of Khan (1982)
42,30,M,administrator,228,4,Star Trek: The Wrath of Khan (1982)
44,26,M,technician,228,5,Star Trek: The Wrath of Khan (1982)
48,45,M,administrator,228,3,Star Trek: The Wrath of Khan (1982)
53,26,M,programmer,228,3,Star Trek: The Wrath of Khan (1982)
56,25,M,librarian,228,3,Star Trek: The Wrath of Khan (1982)
58,27,M,programmer,228,5,Star Trek: The Wrath of Khan (1982)
59,49,M,educator,228,4,Star Trek: The Wrath of Khan (1982)
60,50,M,healthcare,228,4,Star Trek: The Wrath of Khan (1982)
62,27,F,administrator,228,3,Star Trek: The Wrath of Khan (1982)
64,32,M,educator,228,4,Star Trek: The Wrath of Khan (1982)
70,27,M,engineer,228,5,Star Trek: The Wrath of Khan (1982)
72,48,F,administrator,228,1,Star Trek: The Wrath of Khan (1982)
77,30,M,technician,228,3,Star Trek: The Wrath of Khan (1982)
82,50,M,programmer,228,3,Star Trek: The Wrath of Khan (1982)
85,51,M,educator,228,3,Star Trek: The Wrath of Khan (1982)
87,47,M,administrator,228,5,Star Trek: The Wrath of Khan (1982)
92,32,M,entertainment,228,4,Star Trek: The Wrath of Khan (1982)
94,26,M,student,228,4,Star Trek: The Wrath of Khan (1982)
95,31,M,administrator,228,4,Star Trek: The Wrath of Khan (1982)
97,43,M,artist,228,5,Star Trek: The Wrath of Khan (1982)
1,24,M,technician,266,1,Kull the Conqueror (1997)
7,57,M,administrator,266,4,Kull the Conqueror (1997)
35,20,F,homemaker,266,3,Kull the Conqueror (1997)
48,45,M,administrator,266,3,Kull the Conqueror (1997)
100,36,M,executive,266,2,Kull the Conqueror (1997)
1,24,M,technician,121,4,Independence Day (ID4) (1996)
5,33,F,other,121,4,Independence Day (ID4) (1996)
7,57,M,administrator,121,5,Independence Day (ID4) (1996)
11,39,F,other,121,3,Independence Day (ID4) (1996)
13,47,M,educator,121,5,Independence Day (ID4) (1996)
14,45,M,scientist,121,3,Independence Day (ID4) (1996)
15,49,F,educator,121,3,Independence Day (ID4) (1996)
20,42,F,homemaker,121,3,Independence Day (ID4) (1996)
21,26,M,writer,121,1,Independence Day (ID4) (1996)
22,25,M,writer,121,3,Independence Day (ID4) (1996)
25,39,M,engineer,121,4,Independence Day (ID4) (1996)
26,49,M,engineer,121,3,Independence Day (ID4) (1996)
27,40,F,librarian,121,4,Independence Day (ID4) (1996)
37,23,M,student,121,2,Independence Day (ID4) (1996)
42,30,M,administrator,121,4,Independence Day (ID4) (1996)
43,29,F,librarian,121,4,Independence Day (ID4) (1996)
44,26,M,technician,121,4,Independence Day (ID4) (1996)
45,29,M,programmer,121,4,Independence Day (ID4) (1996)
49,23,F,student,121,1,Independence Day (ID4) (1996)
52,18,F,student,121,4,Independence Day (ID4) (1996)
53,26,M,programmer,121,4,Independence Day (ID4) (1996)
54,22,M,executive,121,4,Independence Day (ID4) (1996)
55,37,M,programmer,121,3,Independence Day (ID4) (1996)
56,25,M,librarian,121,5,Independence Day (ID4) (1996)
57,16,M,none,121,4,Independence Day (ID4) (1996)
58,27,M,programmer,121,2,Independence Day (ID4) (1996)
59,49,M,educator,121,4,Independence Day (ID4) (1996)
60,50,M,healthcare,121,4,Independence Day (ID4) (1996)
62,27,F,administrator,121,4,Independence Day (ID4) (1996)
63,31,M,marketing,121,1,Independence Day (ID4) (1996)
64,32,M,educator,121,2,Independence Day (ID4) (1996)
65,51,F,educator,121,4,Independence Day (ID4) (1996)
66,23,M,student,121,3,Independence Day (ID4) (1996)
67,17,M,student,121,4,Independence Day (ID4) (1996)
68,19,M,student,121,1,Independence Day (ID4) (1996)
70,27,M,engineer,121,3,Independence Day (ID4) (1996)
72,48,F,administrator,121,3,Independence Day (ID4) (1996)
74,39,M,scientist,121,4,Independence Day (ID4) (1996)
75,24,M,entertainment,121,4,Independence Day (ID4) (1996)
76,20,M,student,121,2,Independence Day (ID4) (1996)
77,30,M,technician,121,2,Independence Day (ID4) (1996)
81,21,M,student,121,4,Independence Day (ID4) (1996)
82,50,M,programmer,121,4,Independence Day (ID4) (1996)
83,40,M,other,121,4,Independence Day (ID4) (1996)
84,32,M,executive,121,4,Independence Day (ID4) (1996)
85,51,M,educator,121,2,Independence Day (ID4) (1996)
87,47,M,administrator,121,5,Independence Day (ID4) (1996)
89,43,F,administrator,121,5,Independence Day (ID4) (1996)
92,32,M,entertainment,121,5,Independence Day (ID4) (1996)
93,48,M,executive,121,3,Independence Day (ID4) (1996)
94,26,M,student,121,2,Independence Day (ID4) (1996)
95,31,M,administrator,121,4,Independence Day (ID4) (1996)
99,20,M,student,121,3,Independence Day (ID4) (1996)
1,24,M,technician,114,5,Wallace & Gromit: The Best of Aardman Animation (1996)
25,39,M,engineer,114,5,Wallace & Gromit: The Best of Aardman Animation (1996)
43,29,F,librarian,114,5,Wallace & Gromit: The Best of Aardman Animation (1996)
56,25,M,librarian,114,4,Wallace & Gromit: The Best of Aardman Animation (1996)
62,27,F,administrator,114,4,Wallace & Gromit: The Best of Aardman Animation (1996)
75,24,M,entertainment,114,4,Wallace & Gromit: The Best of Aardman Animation (1996)
1,24,M,technician,132,4,"Wizard of Oz, The (1939)"
6,42,M,executive,132,5,"Wizard of Oz, The (1939)"
7,57,M,administrator,132,5,"Wizard of Oz, The (1939)"
10,53,M,lawyer,132,5,"Wizard of Oz, The (1939)"
12,28,F,other,132,5,"Wizard of Oz, The (1939)"
13,47,M,educator,132,4,"Wizard of Oz, The (1939)"
18,35,F,other,132,5,"Wizard of Oz, The (1939)"
23,30,F,artist,132,4,"Wizard of Oz, The (1939)"
24,21,F,artist,132,3,"Wizard of Oz, The (1939)"
42,30,M,administrator,132,5,"Wizard of Oz, The (1939)"
44,26,M,technician,132,4,"Wizard of Oz, The (1939)"
48,45,M,administrator,132,5,"Wizard of Oz, The (1939)"
51,28,M,educator,132,4,"Wizard of Oz, The (1939)"
59,49,M,educator,132,5,"Wizard of Oz, The (1939)"
60,50,M,healthcare,132,4,"Wizard of Oz, The (1939)"
62,27,F,administrator,132,5,"Wizard of Oz, The (1939)"
64,32,M,educator,132,4,"Wizard of Oz, The (1939)"
70,27,M,engineer,132,4,"Wizard of Oz, The (1939)"
77,30,M,technician,132,3,"Wizard of Oz, The (1939)"
85,51,M,educator,132,5,"Wizard of Oz, The (1939)"
87,47,M,administrator,132,5,"Wizard of Oz, The (1939)"
90,60,M,educator,132,5,"Wizard of Oz, The (1939)"
91,55,M,marketing,132,3,"Wizard of Oz, The (1939)"
92,32,M,entertainment,132,3,"Wizard of Oz, The (1939)"
94,26,M,student,132,4,"Wizard of Oz, The (1939)"
95,31,M,administrator,132,3,"Wizard of Oz, The (1939)"
97,43,M,artist,132,5,"Wizard of Oz, The (1939)"
1,24,M,technician,74,1,Faster Pussycat! Kill! Kill! (1965)
1,24,M,technician,134,4,Citizen Kane (1941)
6,42,M,executive,134,5,Citizen Kane (1941)
7,57,M,administrator,134,4,Citizen Kane (1941)
10,53,M,lawyer,134,5,Citizen Kane (1941)
16,21,M,entertainment,134,4,Citizen Kane (1941)
18,35,F,other,134,5,Citizen Kane (1941)
23,30,F,artist,134,4,Citizen Kane (1941)
25,39,M,engineer,134,4,Citizen Kane (1941)
51,28,M,educator,134,2,Citizen Kane (1941)
58,27,M,programmer,134,5,Citizen Kane (1941)
59,49,M,educator,134,5,Citizen Kane (1941)
60,50,M,healthcare,134,4,Citizen Kane (1941)
62,27,F,administrator,134,4,Citizen Kane (1941)
71,39,M,scientist,134,3,Citizen Kane (1941)
72,48,F,administrator,134,5,Citizen Kane (1941)
77,30,M,technician,134,4,Citizen Kane (1941)
82,50,M,programmer,134,4,Citizen Kane (1941)
85,51,M,educator,134,5,Citizen Kane (1941)
87,47,M,administrator,134,4,Citizen Kane (1941)
90,60,M,educator,134,5,Citizen Kane (1941)
91,55,M,marketing,134,4,Citizen Kane (1941)
92,32,M,entertainment,134,4,Citizen Kane (1941)
94,26,M,student,134,5,Citizen Kane (1941)
1,24,M,technician,98,4,"Silence of the Lambs, The (1991)"
5,33,F,other,98,3,"Silence of the Lambs, The (1991)"
6,42,M,executive,98,5,"Silence of the Lambs, The (1991)"
7,57,M,administrator,98,4,"Silence of the Lambs, The (1991)"
10,53,M,lawyer,98,4,"Silence of the Lambs, The (1991)"
11,39,F,other,98,2,"Silence of the Lambs, The (1991)"
12,28,F,other,98,5,"Silence of the Lambs, The (1991)"
13,47,M,educator,98,4,"Silence of the Lambs, The (1991)"
14,45,M,scientist,98,3,"Silence of the Lambs, The (1991)"
16,21,M,entertainment,98,5,"Silence of the Lambs, The (1991)"
18,35,F,other,98,5,"Silence of the Lambs, The (1991)"
20,42,F,homemaker,98,3,"Silence of the Lambs, The (1991)"
21,26,M,writer,98,5,"Silence of the Lambs, The (1991)"
23,30,F,artist,98,5,"Silence of the Lambs, The (1991)"
24,21,F,artist,98,5,"Silence of the Lambs, The (1991)"
25,39,M,engineer,98,5,"Silence of the Lambs, The (1991)"
28,32,M,writer,98,5,"Silence of the Lambs, The (1991)"
29,41,M,programmer,98,4,"Silence of the Lambs, The (1991)"
41,33,M,engineer,98,4,"Silence of the Lambs, The (1991)"
42,30,M,administrator,98,4,"Silence of the Lambs, The (1991)"
43,29,F,librarian,98,5,"Silence of the Lambs, The (1991)"
44,26,M,technician,98,2,"Silence of the Lambs, The (1991)"
48,45,M,administrator,98,5,"Silence of the Lambs, The (1991)"
49,23,F,student,98,4,"Silence of the Lambs, The (1991)"
