ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered
2020-06-03,Ceuta,Spain,155.0,4.0,163.0
2020-06-03,Channel Islands,UK,561.0,46.0,512.0
2020-06-03,Chechen Republic,Russia,1278.0,14.0,894.0
2020-06-03,Chelyabinsk Oblast,Russia,3150.0,20.0,1394.0
2020-06-03,Cherkasy Oblast,Ukraine,416.0,16.0,320.0
2020-06-03,Chernihiv Oblast,Ukraine,203.0,6.0,63.0
2020-06-03,Chernivtsi Oblast,Ukraine,3442.0,147.0,1017.0
2020-06-03,Chiapas,Mexico,2039.0,162.0,1283.0
2020-06-03,Chiba,Japan,911.0,45.0,828.0
2020-06-03,Chihuahua,Mexico,1731.0,358.0,1275.0
2020-06-03,Choco,Colombia,295.0,9.0,47.0
2020-06-03,Chongqing,Mainland China,579.0,6.0,573.0
2020-06-03,Chukotka Autonomous Okrug,Russia,87.0,1.0,59.0
2020-06-03,Chuvashia Republic,Russia,3148.0,14.0,1369.0
2020-06-03,Ciudad de Mexico,Mexico,27326.0,3214.0,20521.0
2020-06-03,Coahuila,Mexico,1254.0,88.0,915.0
2020-06-03,Colima,Mexico,170.0,27.0,105.0
2020-06-03,Colorado,US,27060.0,1494.0,0.0
2020-06-03,Connecticut,US,43091.0,3989.0,0.0
2020-06-03,Coquimbo,Chile,718.0,0.0,0.0
2020-06-03,Cordoba,Colombia,135.0,7.0,48.0
2020-06-03,Crimea Republic*,Ukraine,392.0,4.0,259.0
2020-06-03,Cundinamarca,Colombia,1034.0,21.0,320.0
2020-06-03,Curacao,Netherlands,21.0,1.0,15.0
2020-06-03,Cusco,Peru,1157.0,3.0,0.0
2020-06-03,Dagestan Republic,Russia,5341.0,287.0,4477.0
2020-06-03,Delaware,US,9712.0,375.0,0.0
2020-06-03,Diamond Princess cruise ship,Canada,0.0,1.0,0.0
2020-06-03,Diamond Princess cruise ship,US,49.0,0.0,0.0
2020-06-03,District of Columbia,US,9016.0,473.0,0.0
2020-06-03,Distrito Federal,Brazil,12020.0,191.0,0.0
2020-06-03,Dnipropetrovsk Oblast,Ukraine,950.0,21.0,267.0
2020-06-03,Donetsk Oblast,Ukraine,166.0,5.0,97.0
2020-06-03,Durango,Mexico,470.0,44.0,240.0
2020-06-03,Ehime,Japan,82.0,4.0,59.0
2020-06-03,Emilia-Romagna,Italy,27842.0,4147.0,20856.0
2020-06-03,Espirito Santo,Brazil,16121.0,698.0,0.0
2020-06-03,Extremadura,Spain,2974.0,508.0,2652.0
2020-06-03,Falkland Islands (Malvinas),UK,13.0,0.0,13.0
2020-06-03,Faroe Islands,Denmark,187.0,0.0,187.0
2020-06-03,Florida,US,58764.0,2566.0,0.0
2020-06-03,French Guiana,France,533.0,1.0,254.0
2020-06-03,French Polynesia,France,60.0,0.0,60.0
2020-06-03,Friuli Venezia Giulia,Italy,3276.0,336.0,2707.0
2020-06-03,Fujian,Mainland China,358.0,1.0,356.0
2020-06-03,Fukui,Japan,122.0,8.0,112.0
2020-06-03,Fukuoka,Japan,783.0,29.0,626.0
2020-06-03,Fukushima,Japan,81.0,0.0,75.0
2020-06-03,Galicia,Spain,9132.0,609.0,9204.0
2020-06-03,Gansu,Mainland China,139.0,2.0,137.0
2020-06-03,Georgia,US,48894.0,2123.0,0.0
2020-06-03,Gibraltar,UK,173.0,0.0,153.0
2020-06-03,Gifu,Japan,151.0,7.0,141.0
2020-06-03,Goias,Brazil,4570.0,155.0,0.0
2020-06-03,Grand Princess,Canada,13.0,0.0,13.0
2020-06-03,Grand Princess,US,103.0,3.0,0.0
2020-06-03,Greenland,Denmark,13.0,0.0,11.0
2020-06-03,Guadeloupe,France,162.0,14.0,138.0
2020-06-03,Guainia,Colombia,6.0,0.0,0.0
2020-06-03,Guam,US,177.0,5.0,0.0
2020-06-03,Guanajuato,Mexico,2009.0,122.0,1108.0
2020-06-03,Guangdong,Mainland China,1598.0,8.0,1583.0
2020-06-03,Guangxi,Mainland China,254.0,2.0,252.0
2020-06-03,Guerrero,Mexico,2134.0,305.0,1594.0
2020-06-03,Guizhou,Mainland China,147.0,2.0,145.0
2020-06-03,Gunma,Japan,149.0,19.0,122.0
2020-06-03,Hainan,Mainland China,169.0,6.0,163.0
2020-06-03,Hamburg,Germany,5098.0,253.0,4800.0
2020-06-03,Hawaii,US,653.0,17.0,0.0
2020-06-03,Hebei,Mainland China,328.0,6.0,322.0
2020-06-03,Heilongjiang,Mainland China,947.0,13.0,934.0
2020-06-03,Henan,Mainland China,1276.0,22.0,1254.0
2020-06-03,Hessen,Germany,10080.0,480.0,9100.0
2020-06-03,Hidalgo,Mexico,2011.0,365.0,1163.0
2020-06-03,Hiroshima,Japan,164.0,3.0,158.0
2020-06-03,Hokkaido,Japan,1093.0,88.0,821.0
2020-06-03,Hong Kong,Hong Kong,1093.0,4.0,1039.0
2020-06-03,Huancavelica,Peru,465.0,1.0,0.0
2020-06-03,Huanuco,Peru,1013.0,13.0,0.0
2020-06-03,Hubei,Mainland China,68135.0,4512.0,63620.0
2020-06-03,Huila,Colombia,251.0,13.0,191.0
2020-06-03,Hunan,Mainland China,1019.0,4.0,1015.0
2020-06-03,Hyogo,Japan,699.0,42.0,636.0
2020-06-03,Ibaraki,Japan,168.0,10.0,153.0
2020-06-03,Ica,Peru,3851.0,261.0,0.0
2020-06-03,Idaho,US,2933.0,83.0,0.0
2020-06-03,Illinois,US,123830.0,5621.0,0.0
2020-06-03,Indiana,US,35712.0,2207.0,0.0
2020-06-03,Ingushetia Republic,Russia,2197.0,58.0,966.0
2020-06-03,Inner Mongolia,Mainland China,235.0,1.0,212.0
2020-06-03,Iowa,US,20300.0,574.0,0.0
2020-06-03,Irkutsk Oblast,Russia,2309.0,14.0,458.0
2020-06-03,Ishikawa,Japan,298.0,25.0,233.0
2020-06-03,Isle of Man,UK,336.0,24.0,312.0
2020-06-03,Ivano-Frankivsk Oblast,Ukraine,1465.0,83.0,862.0
2020-06-03,Ivanovo Oblast,Russia,2205.0,18.0,928.0
2020-06-03,Jalisco,Mexico,2136.0,183.0,1163.0
2020-06-03,Jewish Autonomous Okrug,Russia,317.0,4.0,229.0
2020-06-03,Jiangsu,Mainland China,653.0,0.0,653.0
2020-06-03,Jiangxi,Mainland China,932.0,1.0,931.0
2020-06-03,Jilin,Mainland China,155.0,2.0,148.0
2020-06-03,Junin,Peru,2007.0,20.0,0.0
2020-06-03,Kabardino-Balkarian Republic,Russia,3052.0,23.0,1362.0
2020-06-03,Kagawa,Japan,28.0,0.0,28.0
2020-06-03,Kagoshima,Japan,10.0,0.0,10.0
2020-06-03,Kaliningrad Oblast,Russia,1642.0,24.0,698.0
2020-06-03,Kalmykia Republic,Russia,1108.0,16.0,556.0
2020-06-03,Kaluga Oblast,Russia,4179.0,34.0,1732.0
2020-06-03,Kamchatka Krai,Russia,949.0,8.0,286.0
2020-06-03,Kanagawa,Japan,1374.0,87.0,1124.0
2020-06-03,Kansas,US,10092.0,226.0,0.0
2020-06-03,Karachay-Cherkess Republic,Russia,1276.0,5.0,348.0
2020-06-03,Karelia Republic,Russia,496.0,2.0,197.0
2020-06-03,Kemerovo Oblast,Russia,616.0,7.0,261.0
2020-06-03,Kentucky,US,10410.0,450.0,0.0
2020-06-03,Khabarovsk Krai,Russia,2273.0,13.0,1169.0
2020-06-03,Khakassia Republic,Russia,1052.0,10.0,609.0
2020-06-03,Khanty-Mansi Autonomous Okrug,Russia,2847.0,18.0,936.0
2020-06-03,Kharkiv Oblast,Ukraine,1131.0,48.0,467.0
2020-06-03,Kherson Oblast,Ukraine,179.0,3.0,161.0
2020-06-03,Khmelnytskyi Oblast,Ukraine,469.0,11.0,259.0
2020-06-03,Kiev,Ukraine,3133.0,69.0,756.0
2020-06-03,Kiev Oblast,Ukraine,1652.0,36.0,418.0
2020-06-03,Kirov Oblast,Russia,1904.0,17.0,1013.0
2020-06-03,Kirovohrad Oblast,Ukraine,523.0,26.0,403.0
2020-06-03,Kochi,Japan,74.0,3.0,71.0
2020-06-03,Komi Republic,Russia,1426.0,25.0,801.0
2020-06-03,Kostroma Oblast,Russia,825.0,11.0,425.0
2020-06-03,Krasnodar Krai,Russia,4068.0,38.0,2917.0
2020-06-03,Krasnoyarsk Krai,Russia,4654.0,43.0,1300.0
2020-06-03,Kumamoto,Japan,47.0,3.0,44.0
2020-06-03,Kurgan Oblast,Russia,255.0,0.0,144.0
2020-06-03,Kursk Oblast,Russia,3199.0,13.0,1513.0
2020-06-03,Kyoto,Japan,358.0,17.0,331.0
2020-06-03,La Guajira,Colombia,65.0,4.0,27.0
2020-06-03,La Libertad,Peru,5351.0,212.0,0.0
2020-06-03,La Rioja,Spain,4053.0,361.0,3107.0
2020-06-03,Lambayeque,Peru,9348.0,621.0,0.0
2020-06-03,Lazio,Italy,7753.0,747.0,4188.0
2020-06-03,Leningrad Oblast,Russia,2982.0,15.0,1751.0
2020-06-03,Liaoning,Mainland China,149.0,2.0,147.0
2020-06-03,Liguria,Italy,9751.0,1473.0,7764.0
2020-06-03,Lima,Peru,108323.0,1947.0,0.0
2020-06-03,Lipetsk Oblast,Russia,2326.0,7.0,789.0
2020-06-03,Lombardia,Italy,89442.0,16172.0,53046.0
2020-06-03,Loreto,Peru,5517.0,300.0,0.0
2020-06-03,Los Lagos,Chile,913.0,0.0,0.0
2020-06-03,Los Rios,Chile,372.0,0.0,0.0
2020-06-03,Louisiana,US,41133.0,2870.0,0.0
2020-06-03,Luhansk Oblast,Ukraine,49.0,0.0,40.0
2020-06-03,Lviv Oblast,Ukraine,1830.0,59.0,457.0
2020-06-03,Macau,Macau,45.0,0.0,45.0
2020-06-03,Madre de Dios,Peru,611.0,6.0,0.0
2020-06-03,Madrid,Spain,69112.0,8691.0,40736.0
2020-06-03,Magadan Oblast,Russia,260.0,3.0,201.0
2020-06-03,Magallanes,Chile,1063.0,0.0,0.0
2020-06-03,Magdalena,Colombia,653.0,43.0,269.0
2020-06-03,Maine,US,2418.0,95.0,0.0
2020-06-03,Manitoba,Canada,298.0,7.0,282.0
2020-06-03,Maranhao,Brazil,38174.0,1028.0,0.0
2020-06-03,Marche,Italy,6735.0,987.0,4438.0
2020-06-03,Mari El Republic,Russia,1894.0,13.0,1513.0
2020-06-03,Martinique,France,200.0,14.0,98.0
2020-06-03,Maryland,US,54982.0,2641.0,0.0
2020-06-03,Massachusetts,US,101592.0,7152.0,0.0
2020-06-03,Mato Grosso,Brazil,2848.0,76.0,0.0
2020-06-03,Mato Grosso do Sul,Brazil,1802.0,20.0,0.0
2020-06-03,Maule,Chile,1595.0,0.0,0.0
2020-06-03,Mayotte,France,1993.0,24.0,1523.0
2020-06-03,Mecklenburg-Vorpommern,Germany,761.0,20.0,722.0
2020-06-03,Melilla,Spain,122.0,2.0,125.0
2020-06-03,Meta,Colombia,981.0,10.0,895.0
2020-06-03,Metropolitana,Chile,92191.0,0.0,0.0
2020-06-03,Mexico,Mexico,16320.0,1305.0,13000.0
2020-06-03,Michigan,US,58035.0,5570.0,0.0
2020-06-03,Michoacan,Mexico,2121.0,194.0,1534.0
2020-06-03,Mie,Japan,45.0,1.0,44.0
2020-06-03,Minas Gerais,Brazil,12010.0,306.0,0.0
2020-06-03,Minnesota,US,25870.0,1097.0,0.0
2020-06-03,Mississippi,US,16322.0,782.0,0.0
2020-06-03,Missouri,US,14189.0,791.0,0.0
2020-06-03,Miyagi,Japan,88.0,1.0,87.0
2020-06-03,Miyazaki,Japan,17.0,0.0,17.0
2020-06-03,Molise,Italy,436.0,22.0,287.0
2020-06-03,Montana,US,525.0,17.0,0.0
2020-06-03,Montserrat,UK,11.0,1.0,10.0
2020-06-03,Moquegua,Peru,525.0,2.0,0.0
2020-06-03,Mordovia Republic,Russia,2012.0,14.0,954.0
2020-06-03,Morelos,Mexico,1464.0,281.0,933.0
2020-06-03,Moscow,Russia,187216.0,2685.0,91654.0
2020-06-03,Moscow Oblast,Russia,41191.0,515.0,9311.0
2020-06-03,Murcia,Spain,1605.0,148.0,2180.0
2020-06-03,Murmansk Oblast,Russia,3342.0,7.0,2375.0
2020-06-03,Mykolaiv Oblast,Ukraine,295.0,7.0,182.0
2020-06-03,Nagano,Japan,75.0,0.0,71.0
2020-06-03,Nagasaki,Japan,17.0,1.0,16.0
2020-06-03,Nara,Japan,92.0,2.0,89.0
2020-06-03,Narino,Colombia,1263.0,56.0,245.0
2020-06-03,Navarra,Spain,5261.0,490.0,3905.0
2020-06-03,Nayarit,Mexico,654.0,75.0,400.0
2020-06-03,Nebraska,US,14885.0,170.0,0.0
2020-06-03,Nenets Autonomous Okrug,Russia,74.0,0.0,15.0
2020-06-03,Nevada,US,8951.0,431.0,0.0
2020-06-03,New Brunswick,Canada,135.0,0.0,120.0
2020-06-03,New Caledonia,France,20.0,0.0,18.0
2020-06-03,New Hampshire,US,4795.0,265.0,0.0
2020-06-03,New Jersey,US,162445.0,11880.0,0.0
2020-06-03,New Mexico,US,8140.0,375.0,0.0
2020-06-03,New South Wales,Australia,3106.0,48.0,2700.0
2020-06-03,New York,US,374085.0,30019.0,0.0
2020-06-03,Newfoundland and Labrador,Canada,261.0,3.0,256.0
2020-06-03,Niedersachsen,Germany,12137.0,604.0,10800.0
2020-06-03,Niigata,Japan,82.0,0.0,81.0
2020-06-03,Ningxia,Mainland China,75.0,0.0,75.0
2020-06-03,Nizhny Novgorod Oblast,Russia,10850.0,116.0,4252.0
2020-06-03,Nordrhein-Westfalen,Germany,38185.0,1607.0,35000.0
2020-06-03,Norte de Santander,Colombia,130.0,14.0,97.0
2020-06-03,North Carolina,US,31276.0,999.0,0.0
2020-06-03,North Dakota,US,2679.0,66.0,0.0
2020-06-03,North Ossetia - Alania Republic,Russia,3104.0,57.0,2231.0
2020-06-03,Northern Mariana Islands,US,24.0,16.0,0.0
2020-06-03,Northern Territory,Australia,29.0,0.0,29.0
2020-06-03,Northwest Territories,Canada,5.0,0.0,5.0
2020-06-03,Nova Scotia,Canada,1058.0,60.0,993.0
2020-06-03,Novgorod Oblast,Russia,1493.0,8.0,416.0
2020-06-03,Novosibirsk Oblast,Russia,3122.0,34.0,1235.0
2020-06-03,Nuble,Chile,1329.0,0.0,0.0
2020-06-03,Nuevo Leon,Mexico,1626.0,103.0,1147.0
2020-06-03,Nunavut,Canada,0.0,0.0,0.0
2020-06-03,OHiggins,Chile,931.0,0.0,0.0
2020-06-03,Oaxaca,Mexico,1771.0,198.0,1154.0
2020-06-03,Odessa Oblast,Ukraine,913.0,17.0,231.0
2020-06-03,Ohio,US,36792.0,2300.0,0.0
2020-06-03,Oita,Japan,60.0,1.0,58.0
2020-06-03,Okayama,Japan,25.0,0.0,25.0
2020-06-03,Okinawa,Japan,145.0,6.0,137.0
2020-06-03,Oklahoma,US,6805.0,341.0,0.0
2020-06-03,Omsk Oblast,Russia,1482.0,18.0,437.0
2020-06-03,Ontario,Canada,30603.0,2392.0,23269.0
2020-06-03,Oregon,US,4399.0,159.0,0.0
2020-06-03,Orel Oblast,Russia,2443.0,27.0,1274.0
2020-06-03,Orenburg Oblast,Russia,2085.0,8.0,1241.0
2020-06-03,Osaka,Japan,1783.0,84.0,1610.0
2020-06-03,P.A. Bolzano,Italy,2598.0,291.0,2187.0
2020-06-03,P.A. Trento,Italy,4433.0,463.0,3748.0
2020-06-03,Pais Vasco,Spain,13523.0,1424.0,16160.0
2020-06-03,Para,Brazil,44774.0,3193.0,0.0
2020-06-03,Paraiba,Brazil,16018.0,414.0,0.0
2020-06-03,Parana,Brazil,5494.0,205.0,0.0
2020-06-03,Pasco,Peru,480.0,11.0,0.0
2020-06-03,Pennsylvania,US,77780.0,5742.0,0.0
2020-06-03,Penza Oblast,Russia,2585.0,22.0,2048.0
2020-06-03,Perm Krai,Russia,1911.0,22.0,1221.0
2020-06-03,Pernambuco,Brazil,36463.0,3012.0,0.0
2020-06-03,Piaui,Brazil,5828.0,192.0,0.0
2020-06-03,Piemonte,Italy,30734.0,3898.0,22150.0
2020-06-03,Piura,Peru,7890.0,538.0,0.0
2020-06-03,Poltava Oblast,Ukraine,272.0,13.0,253.0
2020-06-03,Port Quarantine,Japan,203.0,0.0,154.0
2020-06-03,Primorsky Krai,Russia,2155.0,19.0,1223.0
2020-06-03,Prince Edward Island,Canada,27.0,0.0,27.0
2020-06-03,Pskov Oblast,Russia,954.0,10.0,368.0
2020-06-03,Puebla,Mexico,3446.0,433.0,2280.0
2020-06-03,Puerto Rico,US,4023.0,140.0,0.0
2020-06-03,Puglia,Italy,4499.0,511.0,2952.0
2020-06-03,Puno,Peru,398.0,8.0,0.0
2020-06-03,Putumayo,Colombia,9.0,1.0,1.0
2020-06-03,Qinghai,Mainland China,18.0,0.0,18.0
2020-06-03,Quebec,Canada,51884.0,4794.0,17098.0
2020-06-03,Queensland,Australia,1060.0,6.0,1046.0
2020-06-03,Queretaro,Mexico,1017.0,124.0,660.0
2020-06-03,Quindio,Colombia,113.0,3.0,79.0
2020-06-03,Quintana Roo,Mexico,2010.0,393.0,1349.0
2020-06-03,Recovered,US,0.0,0.0,479258.0
2020-06-03,Reunion,France,478.0,1.0,411.0
2020-06-03,Rheinland-Pfalz,Germany,6713.0,230.0,6267.0
2020-06-03,Rhode Island,US,15219.0,742.0,0.0
2020-06-03,Rio Grande do Norte,Brazil,9149.0,367.0,0.0
2020-06-03,Rio Grande do Sul,Brazil,10398.0,258.0,0.0
2020-06-03,Rio de Janeiro,Brazil,59240.0,6010.0,0.0
2020-06-03,Risaralda,Colombia,258.0,9.0,225.0
2020-06-03,Rivne Oblast,Ukraine,1873.0,40.0,993.0
2020-06-03,Rondonia,Brazil,5713.0,180.0,0.0
2020-06-03,Roraima,Brazil,4143.0,124.0,0.0
2020-06-03,Rostov Oblast,Russia,5373.0,40.0,1950.0
2020-06-03,Ryazan Oblast,Russia,3728.0,9.0,1169.0
2020-06-03,Saarland,Germany,2735.0,166.0,2502.0
2020-06-03,Sachsen,Germany,5309.0,212.0,4900.0
2020-06-03,Sachsen-Anhalt,Germany,1711.0,55.0,1604.0
2020-06-03,Saga,Japan,45.0,0.0,45.0
2020-06-03,Saint Barthelemy,France,6.0,0.0,6.0
2020-06-03,Saint Petersburg,Russia,17069.0,240.0,6331.0
2020-06-03,Saint Pierre and Miquelon,France,1.0,0.0,1.0
2020-06-03,Saitama,Japan,1005.0,49.0,909.0
2020-06-03,Sakha (Yakutiya) Republic,Russia,2214.0,9.0,1015.0
2020-06-03,Sakhalin Oblast,Russia,143.0,0.0,62.0
2020-06-03,Samara Oblast,Russia,2770.0,23.0,1138.0
2020-06-03,San Andres y Providencia,Colombia,17.0,0.0,15.0
2020-06-03,San Luis Potosi,Mexico,1026.0,57.0,689.0
2020-06-03,San Martin,Peru,1502.0,28.0,0.0
2020-06-03,Santa Catarina,Brazil,10034.0,152.0,0.0
2020-06-03,Santander,Colombia,84.0,4.0,47.0
2020-06-03,Sao Paulo,Brazil,123483.0,8276.0,0.0
2020-06-03,Saratov Oblast,Russia,3363.0,34.0,1288.0
2020-06-03,Sardegna,Italy,1357.0,131.0,1080.0
2020-06-03,Saskatchewan,Canada,647.0,11.0,602.0
2020-06-03,Schleswig-Holstein,Germany,3106.0,146.0,2900.0
2020-06-03,Sergipe,Brazil,7989.0,180.0,0.0
2020-06-03,Sevastopol*,Ukraine,170.0,3.0,139.0
2020-06-03,Shaanxi,Mainland China,309.0,3.0,305.0
2020-06-03,Shandong,Mainland China,792.0,7.0,780.0
2020-06-03,Shanghai,Mainland China,673.0,7.0,661.0
2020-06-03,Shanxi,Mainland China,198.0,0.0,198.0
2020-06-03,Shiga,Japan,100.0,1.0,92.0
2020-06-03,Shimane,Japan,24.0,0.0,22.0
2020-06-03,Shizuoka,Japan,76.0,1.0,73.0
2020-06-03,Sichuan,Mainland China,577.0,3.0,558.0
2020-06-03,Sicilia,Italy,3447.0,275.0,2292.0
2020-06-03,Sinaloa,Mexico,3903.0,624.0,2687.0
2020-06-03,Sint Maarten,Netherlands,77.0,15.0,60.0
2020-06-03,Smolensk Oblast,Russia,2536.0,41.0,880.0
2020-06-03,Sonora,Mexico,2467.0,142.0,1875.0
2020-06-03,South Australia,Australia,440.0,4.0,435.0
2020-06-03,South Carolina,US,12415.0,501.0,0.0
2020-06-03,South Dakota,US,5162.0,62.0,0.0
2020-06-03,St Martin,France,41.0,3.0,33.0
2020-06-03,Stavropol Krai,Russia,2733.0,50.0,1265.0
2020-06-03,Sucre,Colombia,25.0,0.0,4.0
2020-06-03,Sumy Oblast,Ukraine,174.0,4.0,147.0
2020-06-03,Sverdlovsk Oblast,Russia,6381.0,33.0,2680.0
2020-06-03,Tabasco,Mexico,4807.0,592.0,3258.0
2020-06-03,Tacna,Peru,458.0,5.0,0.0
2020-06-03,Tamaulipas,Mexico,1793.0,126.0,1335.0
2020-06-03,Tambov Oblast,Russia,3175.0,8.0,1272.0
2020-06-03,Tarapaca,Chile,2682.0,0.0,0.0
2020-06-03,Tasmania,Australia,228.0,13.0,208.0
2020-06-03,Tatarstan Republic,Russia,3351.0,10.0,2991.0
2020-06-03,Tennessee,US,24833.0,388.0,0.0
2020-06-03,Ternopil Oblast,Ukraine,1200.0,26.0,948.0
2020-06-03,Texas,US,69122.0,1818.0,0.0
2020-06-03,Thuringen,Germany,3024.0,166.0,2660.0
2020-06-03,Tianjin,Mainland China,192.0,3.0,188.0
2020-06-03,Tibet,Mainland China,1.0,0.0,1.0
2020-06-03,Tlaxcala,Mexico,1151.0,155.0,806.0
2020-06-03,Tocantins,Brazil,4698.0,82.0,0.0
2020-06-03,Tochigi,Japan,66.0,0.0,53.0
2020-06-03,Tokushima,Japan,5.0,1.0,4.0
2020-06-03,Tokyo,Japan,5299.0,306.0,4623.0
2020-06-03,Tolima,Colombia,274.0,9.0,147.0
2020-06-03,Tomsk Oblast,Russia,765.0,11.0,359.0
2020-06-03,Toscana,Italy,10121.0,1055.0,8093.0
2020-06-03,Tottori,Japan,3.0,0.0,3.0
2020-06-03,Toyama,Japan,227.0,22.0,196.0
2020-06-03,Tula Oblast,Russia,4183.0,42.0,2037.0
2020-06-03,Tumbes,Peru,1267.0,79.0,0.0
2020-06-03,Turks and Caicos Islands,UK,12.0,1.0,11.0
2020-06-03,Tver Oblast,Russia,1731.0,33.0,1229.0
2020-06-03,Tyumen Oblast,Russia,1749.0,8.0,922.0
2020-06-03,Tyva Republic,Russia,1221.0,2.0,227.0
2020-06-03,Ucayali,Peru,4580.0,113.0,0.0
2020-06-03,Udmurt Republic,Russia,770.0,12.0,438.0
2020-06-03,Ulyanovsk Oblast,Russia,2770.0,12.0,832.0
2020-06-03,Umbria,Italy,1431.0,76.0,1324.0
2020-06-03,Unknown,Brazil,0.0,0.0,238617.0
2020-06-03,Unknown,Chile,0.0,1275.0,21605.0
2020-06-03,Unknown,Colombia,51.0,0.0,0.0
2020-06-03,Unknown,Germany,1436.0,0.0,0.0
2020-06-03,Unknown,Japan,8.0,0.0,0.0
2020-06-03,Unknown,Peru,0.0,0.0,72319.0
2020-06-03,Unknown,Spain,0.0,0.0,0.0
2020-06-03,Utah,US,10497.0,117.0,0.0
2020-06-03,Valle d'Aosta,Italy,1187.0,143.0,1031.0
2020-06-03,Valle del Cauca,Colombia,3714.0,179.0,1254.0
2020-06-03,Valparaiso,Chile,3769.0,0.0,0.0
2020-06-03,Vaupes,Colombia,11.0,0.0,0.0
2020-06-03,Veneto,Italy,19164.0,1921.0,15856.0
2020-06-03,Veracruz,Mexico,4367.0,649.0,3085.0
2020-06-03,Vermont,US,990.0,55.0,0.0
2020-06-03,Vichada,Colombia,1.0,0.0,0.0
2020-06-03,Victoria,Australia,1678.0,19.0,1569.0
2020-06-03,Vinnytsia Oblast,Ukraine,1050.0,16.0,657.0
2020-06-03,Virgin Islands,US,70.0,6.0,0.0
2020-06-03,Virginia,US,46905.0,1428.0,0.0
2020-06-03,Vladimir Oblast,Russia,2853.0,27.0,941.0
2020-06-03,Volgograd Oblast,Russia,3432.0,20.0,1165.0
2020-06-03,Vologda Oblast,Russia,998.0,11.0,439.0
2020-06-03,Volyn Oblast,Ukraine,959.0,27.0,278.0
2020-06-03,Voronezh Oblast,Russia,2361.0,16.0,1567.0
2020-06-03,Wakayama,Japan,63.0,3.0,60.0
2020-06-03,Washington,US,22764.0,1139.0,0.0
2020-06-03,West Virginia,US,2077.0,78.0,0.0
2020-06-03,Western Australia,Australia,592.0,9.0,557.0
2020-06-03,Wisconsin,US,19400.0,616.0,0.0
2020-06-03,Wyoming,US,915.0,17.0,0.0
2020-06-03,Xinjiang,Mainland China,76.0,3.0,73.0
2020-06-03,Yamagata,Japan,69.0,0.0,66.0
2020-06-03,Yamaguchi,Japan,37.0,0.0,36.0
2020-06-03,Yamalo-Nenets Autonomous Okrug,Russia,2479.0,11.0,1207.0
2020-06-03,Yamanashi,Japan,65.0,1.0,59.0
2020-06-03,Yaroslavl Oblast,Russia,3356.0,14.0,896.0
2020-06-03,Yucatan,Mexico,1961.0,193.0,1381.0
2020-06-03,Yukon,Canada,11.0,0.0,11.0
2020-06-03,Yunnan,Mainland China,185.0,2.0,183.0
2020-06-03,Zabaykalsky Krai,Russia,1218.0,22.0,633.0
2020-06-03,Zacatecas,Mexico,322.0,39.0,216.0
2020-06-03,Zakarpattia Oblast,Ukraine,1236.0,28.0,434.0
2020-06-03,Zaporizhia Oblast,Ukraine,463.0,13.0,258.0
2020-06-03,Zhejiang,Mainland China,1268.0,1.0,1267.0
2020-06-03,Zhytomyr Oblast,Ukraine,780.0,14.0,472.0
2020-06-04,,Afghanistan,18057.0,304.0,1585.0
2020-06-04,,Albania,1197.0,33.0,898.0
2020-06-04,,Algeria,9831.0,681.0,6297.0
2020-06-04,,Andorra,852.0,51.0,738.0
2020-06-04,,Angola,86.0,4.0,18.0
2020-06-04,,Antigua and Barbuda,26.0,3.0,20.0
2020-06-04,,Argentina,20197.0,608.0,5993.0
2020-06-04,,Armenia,11221.0,176.0,3468.0
2020-06-04,,Austria,16805.0,670.0,15717.0
2020-06-04,,Azerbaijan,6522.0,78.0,3737.0
2020-06-04,,Bahamas,102.0,11.0,55.0
2020-06-04,,Bahrain,13296.0,21.0,7728.0
2020-06-04,,Bangladesh,57563.0,781.0,12161.0
2020-06-04,,Barbados,92.0,7.0,81.0
2020-06-04,,Belarus,45981.0,253.0,21162.0
2020-06-04,,Belgium,58767.0,9548.0,16048.0
2020-06-04,,Belize,18.0,2.0,16.0
2020-06-04,,Benin,261.0,3.0,151.0
2020-06-04,,Bhutan,47.0,0.0,9.0
2020-06-04,,Bolivia,12245.0,415.0,1658.0
2020-06-04,,Bosnia and Herzegovina,2594.0,159.0,1951.0
2020-06-04,,Botswana,40.0,1.0,23.0
2020-06-04,,Brunei,141.0,2.0,138.0
2020-06-04,,Bulgaria,2585.0,147.0,1322.0
2020-06-04,,Burkina Faso,885.0,53.0,760.0
2020-06-04,,Burma,236.0,6.0,148.0
2020-06-04,,Burundi,63.0,1.0,33.0
2020-06-04,,Cabo Verde,502.0,5.0,239.0
2020-06-04,,Cambodia,125.0,0.0,123.0
2020-06-04,,Cameroon,6789.0,203.0,3705.0
2020-06-04,,Central African Republic,1288.0,4.0,23.0
2020-06-04,,Chad,828.0,66.0,633.0
2020-06-04,,Comoros,132.0,2.0,55.0
2020-06-04,,Congo (Brazzaville),611.0,20.0,179.0
2020-06-04,,Congo (Kinshasa),3644.0,78.0,495.0
2020-06-04,,Costa Rica,1194.0,10.0,687.0
2020-06-04,,Croatia,2247.0,103.0,2105.0
2020-06-04,,Cuba,2119.0,83.0,1839.0
2020-06-04,,Cyprus,958.0,17.0,790.0
2020-06-04,,Czech Republic,9494.0,326.0,6809.0
2020-06-04,,Denmark,11811.0,582.0,10620.0
